CRIM,ZN,INDUS,CHAS,NOX,RM,DIS,TAX,PTRATIO,LSTAT,AGE_middle-aged,AGE_old,AGE_young,RAD_high,RAD_low,RAD_medium
10.233,0.0,18.1,0.0,0.614,6.185,2.1705,666.0,20.2,18.03,0,1,0,0,0,0
14.3337,0.0,18.1,0.0,0.614,6.229,1.9512,666.0,20.2,13.11,0,1,0,1,0,0
5.82401,0.0,11.116921397379913,0.0,0.532,6.242,3.4242,666.0,20.2,10.74,0,1,0,0,0,0
3.4665813199105147,0.0,18.1,0.0,0.532,6.75,3.3317,666.0,18.426431718061675,7.74,0,1,0,1,0,0
5.73116,0.0,18.1,0.0,0.532,7.061,3.4106,666.0,20.2,7.01,0,1,0,1,0,0
2.81838,0.0,18.1,0.0,0.532,5.762,4.0983,666.0,20.2,10.42,1,0,0,1,0,0
2.37857,0.0,18.1,0.06798245614035088,0.583,5.871,3.724,666.0,20.2,13.34,1,0,0,1,0,0
3.4665813199105147,0.0,18.1,0.0,0.5537947136563877,6.312,3.9917,407.86170212765956,20.2,10.58,1,0,0,1,0,0
5.69175,0.0,18.1,0.0,0.583,6.114,3.5459,666.0,20.2,14.98,0,1,0,1,0,0
4.83567,0.0,18.1,0.0,0.583,5.905,3.1523,666.0,20.2,12.645822510822512,1,0,0,1,0,0
0.15086,0.0,27.74,0.0,0.5537947136563877,5.454,1.8209,711.0,20.1,18.06,0,1,0,0,1,0
0.18337,0.0,27.74,0.0,0.609,5.414,1.7554,711.0,20.1,23.97,0,1,0,0,1,0
0.20746,0.0,27.74,0.0,0.609,5.093,1.8226,711.0,20.1,12.645822510822512,0,1,0,0,1,0
0.10574,0.0,27.74,0.0,0.609,5.983,1.8681,711.0,20.1,12.645822510822512,0,0,0,0,1,0
3.4665813199105147,11.61147186147186,27.74,0.0,0.609,5.983,2.1099,711.0,20.1,12.645822510822512,0,1,0,0,1,0
0.17331,0.0,9.69,0.0,0.585,5.707,2.3817,391.0,19.2,12.01,1,0,0,0,0,1
0.27957,0.0,9.69,0.0,0.585,5.926,3.780305764966741,391.0,19.2,13.59,1,0,0,0,0,1
0.17899,0.0,9.69,0.0,0.585,5.67,3.780305764966741,391.0,19.2,17.6,0,0,1,0,0,1
0.2896,0.0,9.69,0.0,0.585,6.266619256017506,2.7986,391.0,19.2,21.14,0,0,0,0,0,1
0.26838,0.0,9.69,0.0,0.585,5.794,2.8927,391.0,19.2,14.1,0,1,0,0,0,0
0.23912,0.0,11.116921397379913,0.0,0.585,6.019,3.780305764966741,391.0,19.2,12.92,0,1,0,0,0,1
0.17783,0.0,11.116921397379913,0.0,0.585,6.266619256017506,2.3999,391.0,19.2,15.1,0,1,0,0,0,1
0.22438,0.0,9.69,0.0,0.585,6.027,2.4982,391.0,18.426431718061675,14.33,0,1,0,0,0,1
0.06263,0.0,11.93,0.0,0.573,6.593,2.4786,273.0,21.0,9.67,0,1,0,0,1,0
0.04527,0.0,11.93,0.0,0.573,6.12,2.2875,273.0,21.0,9.08,0,1,0,0,1,0
0.06076,0.0,11.93,0.0,0.573,6.976,2.1675,273.0,21.0,5.64,0,1,0,0,1,0
0.10959,11.61147186147186,11.93,0.0,0.573,6.794,2.3889,273.0,21.0,6.48,0,1,0,0,1,0
3.4665813199105147,0.0,11.93,0.0,0.573,6.03,2.505,407.86170212765956,18.426431718061675,7.88,0,1,0,0,1,0
